,alpha,beta,count_entropy,crossing_points,entropy,flat_spots,frequency,hurst,intervals_mean,intervals_sd,lumpiness,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,arch_lm,x_pacf5,diff1x_pacf5,diff2x_pacf5,sparsity,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,unitroot_kpss,unitroot_pp
nn5_89,0.0001040359305516,8.403831639676018e-05,-43987.41534296762,244.0,0.697239735911742,5.0,1.0,0.5920125242683714,41.8235294117647,36.89213211193826,0.0029378769941935,0.177458003120785,0.0639814457550821,-0.3749999999999999,0.1992187499999999,-0.5862161611387547,0.3957079897959564,0.068667048316021,0.0460716765005509,0.3871248025985268,0.729633290095779,0.027359781121751,0.003683409436834,0.0,1.0,0.0073376969895073,4.37224384781003e-08,-0.1268988513362029,0.1223705479874196,0.1713832896448416,0.0607148710419259,0.1003018976066494,-582.8670548903405
nn5_9,0.0193548719535591,0.0,-40800.642580738415,235.0,0.697180901201372,5.0,1.0,0.8689617320067108,90.25,60.62472385798671,0.0014573820395738,0.2125098788683374,0.1111884135501452,-0.3571428571428571,0.1785714285714285,-0.5789473684210527,0.3580332409972299,0.0906802594467058,0.0490253032021653,0.3743545553396506,0.8153626504927786,0.0123119015047879,0.0019292237442922,0.0,1.0,0.010807640302733,2.1157343589913382e-08,-0.0074093014989628,0.0975254762265234,0.2039122430387849,0.1031521346093502,0.1020746233883647,-547.7163956446171
nn5_90,0.0712875219398896,4.37502279264487e-12,-30205.62618015324,262.0,0.7897122344078096,5.0,1.0,0.5837362410431696,39.44444444444444,43.838235020050725,0.0030038333615198,0.1664920668562216,0.0378929902545336,-0.4117647058823529,0.180795847750865,-0.625,0.4128689236111111,0.0280065306731853,0.0296483414673392,0.3684162590420664,0.879489448724353,0.0287277701778385,0.0037442922374429,0.0,1.0,0.0135613464802677,4.483407907854366e-08,-0.0330057348366851,0.0230700962049962,0.1550195678869509,0.0351909544575,0.092426001974245,-585.6822944725063
nn5_91,0.0340532068258042,0.0,-39688.05355092898,248.0,0.6838228113539744,5.0,1.0,0.7092705169062118,65.27272727272727,53.59494548759408,0.0020271717684198,0.2168168855634798,0.0753564214334684,-0.35,0.16,-0.5740740740740741,0.3425925925925925,0.069420701200955,0.0521021667060458,0.3543831925378393,0.8210821400298275,0.0177838577291381,0.0025951293759512,0.0,1.0,0.0127305014159375,2.9607177321855042e-08,0.0536321247078133,-0.015421280562421,0.2067548579037476,0.0697551748133596,0.0882820823277309,-537.9768916778127
nn5_92,0.2207734587826107,1.4524729345008738e-14,-48566.176461265735,213.0,0.8108039652329072,9.0,1.0,0.9339691833239732,39.333333333333336,32.425480176951616,0.0031597046056711,0.2368138254599196,0.0753671307159355,-0.3529411764705882,0.153114186851211,-0.5869565217391305,0.3582230623818526,0.0718955540747852,0.0597889340212797,0.3199787880364966,0.8063733340125457,0.0314637482900136,0.0041324200913242,0.0,1.0,0.0123099769798833,4.840581275058893e-08,0.039492800556516,-0.329615155457213,0.2271919971783711,0.0722834712480444,0.1045326790464256,-520.2312218727025
nn5_93,1.4901161193847656e-08,6.534904407337203e-12,-38446.42234335536,315.0,0.8188486449806498,6.0,1.0,0.6948064170468824,79.77777777777777,75.40188621277616,0.0022256046000338,0.373448554729968,0.1711003440070603,-0.25,0.125,-0.525,0.2962499999999999,0.1631024164199631,0.1482246111736526,0.2599049415023849,0.6968649592735618,0.0177838577291381,0.0031506849315068,0.0,1.0,0.0180903167934822,2.9103317464399357e-08,-0.1566640397586128,0.1192326518597312,0.3619810375284824,0.1585917334785209,0.2018610759492698,-419.89509676929936
nn5_94,0.1090889497726419,2.775653108930601e-07,-54060.4603413509,312.0,0.8142538060903771,9.0,1.0,0.6154796506883861,30.26086956521739,34.63342761408976,0.0048974951613206,0.3397505834731648,0.215881481229617,-0.3863636363636363,0.1658057851239669,-0.6065573770491803,0.3816850309056704,0.1334856484260563,0.1295317062459093,0.3061447687612625,0.8573656406870964,0.0478796169630642,0.0105859969558599,0.0,1.0,0.067788288889079,5.8626407094675995e-08,-0.4846220598489224,-0.2280090924138395,0.2919915621937483,0.118680545360117,0.297222514333126,-539.229141849498
nn5_95,0.0476532700398673,0.0,-49099.85530399346,277.0,0.7059366569306151,4.0,1.0,0.8081653406516608,50.85714285714285,39.012536728313655,0.003219976699175,0.2974945413919834,0.1125787634284881,-0.2692307692307693,0.1553254437869823,-0.5151515151515151,0.3147382920110192,0.1229403617980657,0.1061107930780457,0.2971020883222584,0.7372331276091342,0.0259917920656634,0.0041742770167427,0.0,1.0,0.0167206770958699,4.0947319873534446e-08,0.0427120630851803,0.1287814854870735,0.2856040513740944,0.1078949320238812,0.088153285346426,-460.99165399842445
nn5_96,0.1450795772194437,0.0,-27296.508481363,246.0,0.699711302447005,6.0,1.0,0.8742108604929506,41.88235294117647,35.57014610762299,0.0025155025649698,0.1353863214038107,0.0657771159004926,-0.40625,0.20703125,-0.611111111111111,0.41,0.057561717159655,0.0217215460331147,0.3931746933590414,0.8664349805836761,0.0259917920656634,0.0030631659056316,0.0,1.0,0.0073983979645654,4.184012550942031e-08,0.0788919086477471,0.0677677731788304,0.1289776499761668,0.0632868088460472,0.1003924512630859,-593.2881926999249
nn5_97,0.0242733791109022,0.0,-46489.18247794936,298.0,0.724864821947093,5.0,1.0,0.7408978349729084,59.66666666666666,66.79457426704023,0.0023781874213127,0.2512748791864413,0.0869677259318432,-0.3181818181818182,0.1756198347107437,-0.5344827586206896,0.3177764565992865,0.0900446254979181,0.0790104470296287,0.3468586473928955,0.8262975059119659,0.0205198358413132,0.0030441400304414,0.0,1.0,0.0210530921862279,3.2806956316586925e-08,-0.0733365463008912,0.1301152341142612,0.2351997871753684,0.0747997504982315,0.2189938952744995,-533.8923762014899
nn5_98,0.0630381607312893,0.0,-27547.45726363299,233.0,0.7720843327389,5.0,1.0,0.7576097839008535,47.53333333333333,35.9858437775322,0.0027945487344269,0.202552343115617,0.0624785795050457,-0.3571428571428571,0.1530612244897958,-0.5789473684210527,0.3405470914127424,0.0649535492052775,0.0466399117799297,0.35154907952665,0.8372460854447411,0.0246238030095759,0.0035502283105022,0.0,1.0,0.0112345870552682,3.9690102458719566e-08,-0.0130259838311903,0.0725701680437521,0.1935432085974349,0.0580282371127447,0.1312323454929169,-542.8926970969982
nn5_99,0.0332732498153347,0.0,-26471.83041061388,243.0,0.7465196744146008,5.0,1.0,1.0112144463354904,65.27272727272727,49.99018085402554,0.0018556570268899,0.2168168855634798,0.0753564214334684,-0.35,0.16,-0.5740740740740741,0.3425925925925925,0.0694207012009552,0.0521021667060458,0.3543831925378393,0.8210821400298275,0.0177838577291381,0.0023173515981735,0.0,1.0,0.0088469551302096,2.989206995879502e-08,-0.0566387886242012,0.0580854057113637,0.2098908357029877,0.0712795132474447,0.0530460197170767,-537.9768916778127
